DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
189,8.94345
186,2.71832
5,5.62958
139,2.71832
192,51.0459
197,25.4937
195,8.94345
159,2.71832
1,2.71832
123,2.71832
140,2.71832
209,26.661
127,2.71832
205,26.661
208,26.661
206,26.661
128,2.71832
171,2.71832
174,2.71832
190,8.94345
141,8.94345
196,8.94345
157,8.94345
198,8.94345
204,26.661
207,26.661
212,20.647730000000003
187,2.71832
183,2.71832
177,2.71832
191,25.4937
