DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
128,0.689553
197,403.42420000000004
190,22.0852
198,22.0852
183,0.689553
192,18.3619
191,403.42420000000004
196,22.0852
186,0.689553
205,14.6141
209,14.6141
212,3.6644689999999995
157,22.0852
141,22.0852
140,0.689553
1,0.689553
171,0.689553
123,0.689553
195,22.0852
206,14.6141
174,0.689553
139,0.689553
204,14.6141
5,0.649147
207,14.6141
177,0.689553
208,14.6141
159,0.689553
127,0.689553
189,22.0852
187,0.689553
