DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
157,2.11901
141,2.11901
204,2.209447
198,2.11901
207,2.209447
195,2.11901
190,2.11901
5,0.413603
205,2.209447
192,2.376759
197,2.2514914
209,2.209447
206,2.209447
212,12.55114
18,0.162062
189,2.11901
191,2.2514914
208,2.209447
196,2.11901
