DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
196,2.45146
140,0.124566
183,0.124566
186,0.124566
205,6.445641
128,0.124566
206,6.445641
212,10.9322
207,6.445641
198,2.45146
141,2.45146
123,0.124566
157,2.45146
159,0.124566
192,6.675367
209,6.445641
1,0.124566
187,0.124566
174,0.124566
204,6.445641
127,0.124566
195,2.45146
197,2.65881
171,0.124566
208,6.445641
190,2.45146
189,2.45146
139,0.124566
177,0.124566
5,0.476265
191,2.65881
