DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
187,3.27716
189,22.1491
1,3.27716
197,42.662589999999994
141,22.1491
195,22.1491
177,3.27716
198,22.1491
139,3.27716
5,7.92621
174,3.27716
171,3.27716
192,82.75575
123,3.27716
205,20.34375
207,20.34375
209,20.34375
127,3.27716
159,3.27716
140,3.27716
208,20.34375
196,22.1491
204,20.34375
191,42.662589999999994
206,20.34375
186,3.27716
157,22.1491
128,3.27716
190,22.1491
212,9.12103
183,3.27716
