DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
159,0.29166
141,2.70343
207,21.310920000000003
8,0.127841
127,0.29166
140,0.29166
208,21.310920000000003
174,0.29166
209,21.310920000000003
171,0.29166
212,14.237
5,1.5408119999999998
195,2.70343
187,0.29166
183,0.29166
196,2.70343
139,0.29166
206,21.310920000000003
191,14.95468
123,0.29166
189,2.70343
204,21.310920000000003
157,2.70343
1,0.29166
190,2.70343
192,23.313270000000003
198,2.70343
128,0.29166
186,0.29166
205,21.310920000000003
177,0.29166
197,16.22677
